MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
366998840,2023-01-01T00:02:28,33.73752,-118.27543,7.2,0.1,4,MILLENNIUM MAVERICK,IMO9159713,WDC2866,31,0,30,11,4.6,31,A
368036110,2023-01-01T00:02:28,47.98899,-122.22124,0,18.1,511,SEA NETTLE,IMO0000000,,36,,13,2,,,B
367127380,2023-01-01T00:02:31,29.24338,-88.92204,2.7,0.5,511,MISS ANNA,IMO8969953,WDD3212,30,,26,7,,,B
367469480,2023-01-01T00:02:32,39.21144,-76.58102,0,71,511,JULIA B,,WDF5993,31,,16,6,,,B
338306739,2023-01-01T00:02:15,36.87407,-76.10854,0,173.7,511,BIG DOG IV,IMO0000000,,37,,15,4,,,B
367515760,2023-01-01T00:02:18,39.25632,-76.55151,0.1,328.9,17,DIANE MORAN,IMO9253612,WDG2450,31,5,28,9,3.5,52,A
367486370,2023-01-01T00:02:18,33.74593,-118.22477,0,350.5,8,NRC QUEST,IMO9271195,WDF7619,90,0,48,10,3,70,A
367160320,2023-01-01T00:02:19,31.14313,-81.49666,0,1.4,511,CAPE ROMAIN,IMO7908134,WTR6784,31,0,30,9,,52,A
368072490,2023-01-01T00:02:20,25.74749,-80.17677,0,360,511,ANONYMOUS,IMO0000000,WDK6229,37,,21,5,,,B
368041730,2023-01-01T00:02:20,32.71137,-117.23132,0,360,310,AVENTURAS,IMO0000000,,37,,0,0,,,B
367512920,2023-01-01T00:02:22,30.05937,-93.51601,3.9,268.7,272,SANDPIPER,,WDG2173,31,12,23,,,57,A
367667720,2023-01-01T00:02:23,37.83985,-87.9064,5.3,347.9,511,ENDEAVOUR,,WDH9406,31,12,18,7,,31,A
368230820,2023-01-01T00:02:24,41.48223,-70.5276,4,292.4,290,GO EXPLORER,IMO9469405,WDM7092,70,0,46,11,3,70,A
338115354,2023-01-01T00:02:23,30.5197,-86.49452,0,93.6,511,SPARROW II,,,37,,18,,,,B
367693520,2023-01-01T00:02:26,26.14377,-80.11111,0,360,511,MINTAKA,IMO0000000,,36,,13,6,,,B
367170860,2023-01-01T00:02:16,46.16847,-123.91403,0,360,511,WRANGLER,IMO7520683,WDD6285,30,7,21,6,,30,A
367269000,2023-01-01T00:02:17,48.13954,-123.41376,0,26.6,511,CG ACTIVE,,NRTF,90,5,64,10,,51,A
367492110,2023-01-01T00:02:18,29.29245,-88.66367,0.8,268,21,ODYSSEA TITAN,IMO9399064,WDF8168,90,0,68,14,4,70,A
368180460,2023-01-01T00:02:20,38.04035,-122.13719,0,255.2,238,DELTA DEANNA,IMO9833979,WDL9594,52,0,34,10,6.1,52,A
378113642,2023-01-01T00:02:23,26.09829,-80.16447,0,208.2,195,GERRY S FERRY,IMO0000000,ZJL2703,37,,33,8,,,B
338128163,2023-01-01T00:02:28,34.24356,-119.26296,0.2,360,511,GRATITUDE,IMO0000000,,37,,15,4,,,B
338403969,2023-01-01T00:02:29,32.42959,-80.67425,0,200.9,289,BLUE   WATERS,IMO0000000,BLUE,37,,10,3,,,B
368223930,2023-01-01T00:02:35,33.75377,-118.11205,0,360,511,SAGA,IMO0000000,WDM6288,36,,12,4,,,B
367583130,2023-01-01T00:02:20,29.73399,-95.20043,0,250.1,511,ROAN,IMO102000000,WDJ7728,57,12,114,34,3.1,57,A
367377380,2023-01-01T00:02:23,42.35557,-71.04968,0,317.6,278,FREEDOM,,WYR2173,60,0,29,12,,60,A
368174490,2023-01-01T00:02:26,30.02586,-90.47525,2.9,169.1,511,ROCK SOLID,,WDL8951,31,13,0,0,0,31,A
367483830,2023-01-01T00:02:27,38.32675,-76.45022,0,154.2,511,LYNNE MORAN,IMO9349930,WDJ4485,31,0,28,9,3.4,0,A
367129650,2023-01-01T00:02:29,32.51994,-91.10584,5.4,27.7,27,BRITNEY LEE,,WDC2895,31,0,39,10,,31,A
367431550,2023-01-01T00:02:15,29.70698,-95.0474,0,177.2,511,CLELAND POWELL,,WDF2757,31,12,21,9,,52,A
367533950,2023-01-01T00:02:17,37.91297,-122.35166,0,360,511,EMPRESS,IMO8968284,WDG4191,60,0,24,6,,99,A
367616040,2023-01-01T00:02:17,29.73322,-95.13343,0,318.3,275,LEISA GAIL STRAFUSS,,WDH4277,31,0,22,,,52,A
367560930,2023-01-01T00:02:21,30.28014,-89.02178,7.7,86.9,87,ELOY RIVERA,,WDG6813,31,12,25,9,,57,A
367506840,2023-01-01T00:02:23,30.33918,-88.50921,0,360,511,SIGNET VALIANT,IMO8964551,WDF9598,31,15,24,9,,0,A
367545690,2023-01-01T00:02:20,40.58791,-80.23782,0,360,511,MISS KATE,IMO8635899,WDG5343,31,0,18,7,,57,A
367456850,2023-01-01T00:02:23,41.39348,-88.25625,3.7,140,511,KILLIAN L HUGER,,WDF4883,31,12,40,11,,57,A
338926405,2023-01-01T00:02:23,25.77026,-80.1454,0,278,326,CG MARGARET NORVELL,,NFPE,90,0,46,7,,55,A
538005124,2023-01-01T00:02:23,27.80088,-90.664,0,285.8,239,DEEPWATER PROTEUS,IMO9675171,V7BE3,90,3,238,,,90,A
367529860,2023-01-01T00:02:31,29.60048,-90.66115,0,175,359,C R MCCASKILL,,WDG3808,90,3,67,,,33,A
367377890,2023-01-01T00:02:30,29.7831,-91.80633,0,317.7,300,STAN HUMPHREYS,,WDE6252,31,12,32,9,,57,A
338394819,2023-01-01T00:02:35,33.46048,-117.69819,0,360,511,XANIDEW,IMO0000000,,37,,9,3,,,B
366998080,2023-01-01T00:02:10,29.37188,-94.89085,0,140,258,SEA DRIFT,IMO8635904,WDC2818,31,12,22,10,,31,A
366766970,2023-01-01T00:02:09,21.23525,-157.84688,6.2,325.5,325,KEKOA,IMO7404085,WDK5246,52,11,36,10,5,52,A
367479930,2023-01-01T00:02:12,29.75668,-95.17808,0,155.8,57,MR BENNETT,,WDF6985,31,12,18,7,,57,A
368102290,2023-01-01T00:02:17,29.71157,-89.98455,0.2,50.8,143,JS CHATRY,,WDK9297,33,3,95,22,3,33,A
373178000,2023-01-01T00:02:17,25.16035,-79.33602,18.1,182.4,179,MSC DIVINA,IMO9585285,3FFA5,60,5,333,37,8.7,60,A
367441870,2023-01-01T00:02:28,36.1459,-89.58507,4.9,345.8,342,GALVESTON BAY,,WDH3050,31,12,32,9,,57,A
372198000,2023-01-01T00:02:18,47.61933,-122.37141,0,173.7,226,NOVA CAELI,IMO9836414,3FBW5,70,1,229,32,7.4,70,A
538008764,2023-01-01T00:02:12,29.7751,-93.34112,0,124.2,181,FLEX AURORA,IMO9857365,V7A2734,80,5,297,46,9.5,80,A
368106340,2023-01-01T00:02:21,40.0001,-90.49118,0.1,342.1,251,DAVID GOIN,,WDK9744,31,12,30,10,2.9,31,A
338002000,2023-01-01T00:02:18,27.14386,-90.32901,5.6,26.1,24,TUCKER CANDIES,IMO9577678,WDG7253,90,5,88,18,5.9,70,A
367702390,2023-01-01T00:02:22,30.52121,-91.21676,5.3,45.1,18,SAFETY EXPLORER,,WDI4824,31,0,21,8,,31,A
636015406,2023-01-01T00:02:18,26.08641,-79.36853,14.4,6.7,5,SOFIA R,IMO9530967,D5AN5,70,0,186,27,10.9,70,A
366977480,2023-01-01T00:02:24,30.42944,-91.20171,0,261,511,FLICKER,,WDB9507,31,15,15,7,,10,A
366952890,2023-01-01T00:02:19,40.64438,-74.07053,3,84,74,SPIRIT OF AMERICA,IMO9364423,WDB8298,60,0,94,21,4.2,69,A
367532570,2023-01-01T00:02:24,41.32038,-88.8794,0,287.1,511,RIVER QUEST,,WDG4063,31,0,19,,,31,A
366880750,2023-01-01T00:02:27,36.90687,-76.08887,0.1,185.7,511,VIRGINIA,,WDB2867,90,0,16,5,,50,A
366831470,2023-01-01T00:02:18,43.34453,-124.32183,0.1,340.4,511,SEARCHER I,,WDA6357,30,,13,4,,,B
366939330,2023-01-01T00:02:25,29.83513,-90.0597,0,221.6,306,W W CRUM,,WDB7252,31,12,34,10,,52,A
374158000,2023-01-01T00:01:53,33.76219,-118.18315,0,81.6,511,EVER FOCUS,IMO9850537,H9DU,70,,334,48,13.9,70,B
367728850,2023-01-01T00:02:14,41.80346,-73.94924,0,128.6,179,GRACIE M REINAUER,IMO9804605,WDI7449,31,0,35,,,57,A
368150340,2023-01-01T00:02:22,40.00201,-80.73992,0.7,351.8,6,AMY PASENTINE,,WDL6398,31,12,37,11,3.1,31,A
369970480,2023-01-01T00:02:21,38.98432,-76.46695,0,172.9,348,YP-706,,NFED,90,0,,,,99,A
636017703,2023-01-01T00:02:29,48.49441,-125.88914,11.9,261.9,261,NSU TRUST,IMO9782297,D5MI2,70,0,299,50,17.8,70,A
367481590,2023-01-01T00:02:19,38.18659,-90.33216,0,64,511,ERNIE T WELLHAUSEN,,WDF7150,31,0,19,7,,31,A
367601330,2023-01-01T00:02:19,18.30455,-65.29623,0.1,278.5,511,MICHI,,WDH2801,37,,19,,,,B
338025000,2023-01-01T00:02:19,29.49354,-94.86751,0,79,149,G L 54,,WDH5375,90,3,54,18,,33,A
367028910,2023-01-01T00:02:20,29.50512,-94.54391,6.2,247.2,247,NELDA FAYE,IMO8993837,WCX5150,31,0,19,7,,31,A
366892720,2023-01-01T00:02:21,35.19568,-75.78371,10,159.6,511,CROATOAN,IMO8986121,WDB3915,60,0,54,13,,60,A
538002878,2023-01-01T00:02:21,27.82697,-92.65522,0,58,140,DISCOVERER INSPIRATI,IMO9409936,V7MO3,90,3,254,38,13,90,A
477806000,2023-01-01T00:02:25,47.5478,-122.52919,0,235.6,160,OOCL SAN FRANCISCO,IMO9199268,VRWN4,70,1,277,40,14,70,A
368012560,2023-01-01T00:02:21,40.66728,-74.00784,0,25.2,20,BROOKLYN,IMO9265718,WDJ8046,31,0,25,7,,31,A
367710240,2023-01-01T00:02:31,37.05577,-88.51633,0.1,15.9,511,DARRELL THOMPSON,,WDI5598,31,15,16,,,31,A
367161950,2023-01-01T00:02:24,40.53764,-74.25352,0,279,346,ALEXANDRA,IMO7512014,WDD5677,31,0,36,10,4.2,52,A
219310000,2023-01-01T00:02:15,29.29754,-94.55794,0.1,351.2,77,NORD HIMALAYA,IMO9540807,OYTE2,89,1,182,32,11.6,89,A
367062370,2023-01-01T00:02:24,30.06957,-90.89516,0,256.3,320,MR LEWIS,,WDC6864,31,0,23,8,,31,A
367179790,2023-01-01T00:02:24,18.22972,-65.62012,0,318.3,511,LADY EVE,IMO8658011,WDD6945,60,0,43,9,2.7,60,A
366954180,2023-01-01T00:02:26,30.03766,-90.84031,0,222.3,511,FUEL LEADER,,WBS3208,31,0,17,6,,52,A
366701650,2023-01-01T00:02:17,32.39968,-90.92407,1,105.4,340,EDEN,,WCV2999,60,15,14,4,,33,A
367493870,2023-01-01T00:02:30,36.48336,-87.30117,5.6,343.1,340,CUMBERLAND HUNTER,,WDF8343,31,0,39,10,,31,A
367426830,2023-01-01T00:02:22,30.40142,-91.21512,0,52.9,511,MR FARREL,,WDF2273,31,0,19,7,,31,A
338131000,2023-01-01T00:02:32,39.87913,-75.16047,0,96.1,92,GENESIS EAGLE,IMO9117260,WDG9347,31,5,37,11,4.9,57,A
367182120,2023-01-01T00:02:24,29.98667,-90.39942,0,245.3,319,AVA CLAIRE,,WDJ2338,31,12,24,9,,11,A
367547750,2023-01-01T00:02:09,30.07267,-93.27213,0,285.9,81,HIGH ISLAND,,WDG5547,31,12,23,,,57,A
636015902,2023-01-01T00:01:44,40.64583,-74.097,0,316,82,CASTLEGATE,IMO9460318,D5DK3,70,5,189,32,12.3,70,A
368339000,2023-01-01T00:02:18,47.65471,-122.36391,0,272.3,511,EQUINOX,IMO8853025,WDE6651,30,15,17,6,,30,A
368242390,2023-01-01T00:02:16,29.18325,-95.08627,7.2,233.1,229,OLD HICKORY,,WDM8339,57,0,99,16,3.4,57,A
368171260,2023-01-01T00:02:31,33.73129,-118.26071,0,268.9,341,MADELINE B HAMILTON,,WDL8617,52,5,18,8,2.5,52,A
367138690,2023-01-01T00:02:23,30.28337,-91.22268,0,248.9,511,ST FRANCISVILLE,,WDD3968,60,0,43,18,,60,A
367430750,2023-01-01T00:02:23,39.28369,-74.53088,5.6,355,511,MR CONNOR,IMO8987553,WDF2688,31,0,22,7,2.1,52,A
367444730,2023-01-01T00:02:22,29.90066,-90.0808,0,360,511,REPENTANCE,IMO8975847,WDF3848,31,12,21,8,,57,A
367098280,2023-01-01T00:02:25,36.85877,-76.34701,0,309.1,511,SEA COAST,,WDC9153,31,0,18,7,,0,A
319105700,2023-01-01T00:02:34,26.90975,-80.08349,0,288.3,132,LADY PEGASUS,IMO9583562,ZGCG3,37,5,39,7,1.9,37,A
367712180,2023-01-01T00:02:35,34.74885,-92.24055,0,360,511,JEFFREY LEE,,WDI5793,31,15,14,,,31,A
367477690,2023-01-01T00:02:35,36.84103,-76.27207,0,236.6,511,FORT MACON,IMO5238779,WDF6773,31,0,26,7,3.1,52,A
367430210,2023-01-01T00:02:46,33.80973,-91.0208,0,301.4,511,MISS ALEX,,WDF2641,31,15,34,10,,31,A
367702190,2023-01-01T00:02:46,34.21525,-90.84006,5.2,19,11,JEFFREY G STOVER,,WDI4806,31,12,55,16,,57,A
366943760,2023-01-01T00:02:49,29.54724,-90.68838,0,240.2,511,SEA MULE,,WDB7537,31,15,15,6,,52,A
316015284,2023-01-01T00:02:26,49.29339,-123.13133,0,356.5,511,FAST EDDY,IMO0000000,,37,,20,6,,,B
367330510,2023-01-01T00:02:47,37.82175,-122.31108,0,360,291,PATRICIA ANN,IMO9507879,WDE2845,31,5,23,10,,52,A
319250000,2023-01-01T00:02:22,26.34339,-80.07696,0,262.4,334,GAZELLE,IMO1008724,ZCPU4,37,5,40,8,2,37,A
366821230,2023-01-01T00:02:51,29.8551,-88.15909,8.3,137.8,136,GYPSY WIND,IMO8970548,WDA5544,30,,28,8,,,B
368042970,2023-01-01T00:02:26,36.90688,-76.08906,0,155.3,281,HAMPTON ROADS,,WDK3209,50,0,19,6,2,50,A
367313240,2023-01-01T00:03:04,40.69953,-74.15185,0,234.9,199,ATLANTIC ENTERPRISE,IMO7417240,WDI8007,31,5,42,12,6.3,31,A
367057420,2023-01-01T00:02:25,29.93991,-90.17873,0,239.7,315,JACK ODOM,,WDC6519,31,12,31,10,,57,A
368021936,2023-01-01T00:02:30,29.12133,-90.20371,0.1,264.2,343,LADY TIERNEY,IMO0000180,WDH8573,60,0,54,10,4,60,A
368146810,2023-01-01T00:03:07,29.99592,-93.77631,6.9,237.2,243,PONTCHARTRAIN,,WDL6039,57,12,113,34,3.1,57,A
367565110,2023-01-01T00:00:06,30.02077,-93.98027,0,191.3,511,ANNA MICHAEL,,WDG7225,31,12,21,,,57,A
367534880,2023-01-01T00:00:14,29.94656,-90.37639,0,315.1,511,LOUISIANA HERITAGE,,WDG4280,31,0,19,,,31,A
477286300,2023-01-01T00:00:21,32.02876,-80.42036,0,128.3,232,COSCO CAMELLIA,IMO9785782,VRSK6,70,1,366,48,12.7,70,A
368086880,2023-01-01T00:00:22,29.11296,-90.19585,0,360,511,FALCON,IMO8964769,WDK7693,70,0,45,11,3,70,A
367668280,2023-01-01T00:00:30,29.10681,-90.01807,11.8,106.3,511,CAPT ROD,,WDH9459,60,15,33,6,,75,A
366749710,2023-01-01T00:01:26,47.62013,-122.49859,12.8,115.8,118,WSF WENATCHEE,IMO9137351,WCY3378,60,0,138,27,5.3,60,A
367162740,2023-01-01T00:01:28,29.87843,-89.89939,0,281.1,511,CAPT ROD II,,WDD5731,60,0,14,4,,31,A
367104560,2023-01-01T00:01:29,30.10037,-90.91476,4.3,342.5,511,JOREE,,WDC9613,31,0,17,6,,0,A
367318730,2023-01-01T00:01:45,29.9728,-90.27821,0,360,511,MARY D,,WCX7859,60,0,15,5,,50,A
368086880,2023-01-01T00:01:48,29.11299,-90.19583,0,360,511,FALCON,IMO8964769,WDK7693,70,0,45,11,3,70,A
367541370,2023-01-01T00:02:06,38.84823,-90.10791,0,280,511,BILLIE D MILLER,,WDG4910,31,5,14,,,31,A
636021383,2023-01-01T00:02:14,31.95848,-80.64989,8.7,104.9,105,LARGO EAGLE,IMO9935911,5LDR6,80,0,183,32,8.9,80,A
368150570,2023-01-01T00:02:27,30.33032,-87.15709,0,360,511,ELIZABETH ANN,IMO0000000,,37,,0,0,,,B
367615770,2023-01-01T00:02:15,29.40866,-94.74035,0.3,269.8,43,KATHY AZLIN,,WDH4252,31,12,32,,,57,A
367444590,2023-01-01T00:02:40,37.19557,-88.34593,0,257.8,126,BILL ATKINSON,,WDF3835,31,12,47,14,,57,A
367773540,2023-01-01T00:02:19,29.50824,-91.27022,8,171.9,168,LUCY,IMO9732486,WDJ4010,90,0,82,,,70,A
367337690,2023-01-01T00:02:34,29.74847,-95.29224,0,278.6,511,SAM HOUSTON,,WDE3340,60,15,,,,60,A
367004290,2023-01-01T00:03:14,29.96625,-90.26802,0,247.8,511,CSS SAVANNAH,,WDC3232,31,0,21,9,,31,A
368001250,2023-01-01T00:02:35,30.21463,-93.28077,0.1,212.3,186,GRAND ANN,,WDJ6890,31,0,17,7,,31,A
303943000,2023-01-01T00:00:09,37.74144,-122.36883,0,0,144,CAPE HENRY,IMO7724083,KMJH,70,0,228,32,10.8,99,A
369970629,2023-01-01T00:02:26,41.57526,-90.40443,0,292.5,511,MUSCATINE,,AEML,31,0,,,,31,A
366989380,2023-01-01T00:02:03,38.05509,-122.29166,36.3,246.3,245,MARE ISLAND,IMO9144665,WDC2198,60,0,43,12,1.5,60,A
367720130,2023-01-01T00:02:37,29.31911,-94.77761,0.1,242.1,511,LONE STAR,,WDI6577,60,0,,,,37,A
366969670,2023-01-01T00:02:38,29.3753,-94.86915,0,40.1,283,TOMMY E,,WCX6752,31,12,16,6,,52,A
368036960,2023-01-01T00:01:02,40.4446,-80.02345,0.4,334.4,187,GALE R RHODES,IMO8199788,WDK2590,0,12,20,7,2.6,0,A
368070520,2023-01-01T00:02:50,25.55643,-79.27601,0,360,511,BUSH MASTER,,WDK6022,90,0,0,0,1.2,90,A
367317990,2023-01-01T00:03:03,48.75535,-122.50688,0.1,40,511,4TH OF JULY,,WBO9765,37,,12,4,,,B
245980000,2023-01-01T00:01:34,29.24236,-94.71619,0.1,317.8,103,MOMENTUM SCAN,IMO9534432,PCGO,70,1,116,18,7.9,70,A
367333740,2023-01-01T00:02:29,39.36838,-81.30136,0,242.8,65,CAILEY MOORE,,WDH3362,31,12,25,9,,90,A
367101870,2023-01-01T00:02:17,28.16982,-89.22292,0,210.8,17,MARS TLP,,WDC9410,90,1,74,,,90,A
366921510,2023-01-01T00:01:33,47.57379,-122.34506,0,304.5,8,ROBERT J BOUCHARD,IMO9085821,WCE2028,31,5,38,11,5.9,90,A
338263000,2023-01-01T00:02:18,29.72988,-88.5815,8.9,46.4,47,HARVEY SUB-SEA,IMO9704685,WHSE,90,0,99,,,9,A
368059490,2023-01-01T00:02:23,27.81063,-97.35022,8.7,268.1,268,BAILEY,,WDK4879,57,0,210,17,2.9,52,A
338144356,2023-01-01T00:01:54,25.73659,-80.41704,0,129.6,511,BABY BOY,,,37,,10,,,,B
367467010,2023-01-01T00:02:25,29.13848,-90.1974,0,242.6,511,MS MARY,IMO9605748,WDF5767,60,0,48,9,2.5,60,A
367532820,2023-01-01T00:02:31,36.9218,-89.11709,0.6,268,3,ELEANOR G MCDONALD,,WDG4086,31,0,38,13,,57,A
368183010,2023-01-01T00:02:29,40.48271,-80.05693,0,360,511,EDDIE Z,,WDL9870,31,0,18,6,2.5,31,A
367517630,2023-01-01T00:02:35,29.76445,-91.73185,1.6,81.9,80,NEAL SAVAGE,,WDG2633,31,12,28,,,57,A
367304530,2023-01-01T00:01:24,40.66282,-74.13832,0,174.4,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A
671087100,2023-01-01T00:02:25,18.45309,-65.28088,8.7,272.1,511,WATER SPIRIT 2,IMO9212424,5VGA7,70,0,70,18,4,70,A
367654950,2023-01-01T00:01:28,27.32232,-97.39826,3.7,19.8,511,BROWN WATER XIV,,WDH8127,31,12,22,8,,31,A
367787790,2023-01-01T00:02:25,30.11711,-85.60066,0,311.1,511,NO VACANCY,,WDJ5451,37,,33,6,,,B
367676070,2023-01-01T00:01:46,33.75191,-118.10997,0,302.5,511,TUAMOTU,,WDI2235,37,,,,,,B
316018605,2023-01-01T00:02:25,49.19879,-122.65134,7.7,57.4,511,HARKEN NO 5,,,90,12,,,,90,A
367497070,2023-01-01T00:01:53,29.79102,-95.06423,0,246.2,305,ALYDAR,,WDF8648,31,5,18,7,,52,A
367738490,2023-01-01T00:02:25,42.28086,-83.12675,0,287.2,511,ONTARIO,IMO8980878,WDI8424,31,0,33,9,4.3,52,A
367113290,2023-01-01T00:02:13,29.12085,-90.20334,0,145,511,RAPID RUNNER II,IMO9384057,WDD2282,60,0,49,8,,60,A
367109910,2023-01-01T00:02:34,47.65924,-122.37867,0,281,92,CONSTELLATION,IMO8030788,WTF6290,30,0,47,11,3.5,30,A
367487570,2023-01-01T00:02:24,44.30995,-87.21769,9.3,229.2,228,BRADSHAW MCKEE,IMO7644312,WDF7733,31,0,34,10,5.2,52,A
367545860,2023-01-01T00:01:18,29.56722,-90.72757,0,293,511,MS KERCI,IMO8968179,WDG5359,90,0,41,9,3,34,A
366999804,2023-01-01T00:02:33,39.97991,-74.902,0,0,511,CGSAIL8,IMO323456785,TEST8,54,7,0,0,21,54,A
316005649,2023-01-01T00:01:19,49.29021,-123.06053,0,335.8,511,WESTMINSTER HYAK,,,52,0,,,,52,A
367764250,2023-01-01T00:02:16,46.08973,-122.92963,0,0,511,P J BRIX,IMO8972950,WDJ3049,31,0,22,9,,31,A
467010580,2023-01-01T00:02:34,38.27753,-85.78786,0,38.6,284,ANDREA S,IMO1584932,WDC3584,31,0,46,14,3.1,31,A
367351490,2023-01-01T00:01:34,43.59929,-83.89151,0,0,511,APPLEDORE IV,,WDE4331,60,15,19,5,,99,A
367510870,2023-01-01T00:02:17,29.71833,-93.86303,0,288.4,148,SABINE,IMO9397391,WDF9981,31,0,29,10,3.7,52,A
368016260,2023-01-01T00:02:22,29.51921,-89.92181,0,360,511,CAPT. BUFORD BERRY,,WDJ8426,33,3,26,14,0,33,A
367677130,2023-01-01T00:02:18,40.62908,-74.06852,0,340,292,BARRY SILVERTON,IMO9792785,WDI2338,31,5,33,,,57,A
367026710,2023-01-01T00:02:27,41.08758,-72.35823,0,203.9,511,MENANTIC,,WDC4565,60,0,38,13,,69,A
368133590,2023-01-01T00:02:29,29.74009,-95.16328,0,322.6,511,MISS CATHERINE,IMO1301428,WDL4660,31,12,22,10,2.9,31,A
367498080,2023-01-01T00:02:35,37.05578,-88.51822,0,206.2,110,CHARLES B HOLMAN,,WDF8741,31,15,17,7,,31,A
367589350,2023-01-01T00:02:23,27.82086,-97.20362,0,180,98,SIGNET POLARIS,IMO9681778,WDG9593,31,0,32,11,5.9,31,A
319720000,2023-01-01T00:01:46,32.63131,-117.1084,0,75.1,344,DB9,IMO1011496,ZGAY7,37,1,52,9,2.3,37,A
367329610,2023-01-01T00:02:46,26.10281,-80.12502,0,240.8,261,LAID BACK,,WDE2783,37,5,24,6,,37,A
367371510,2023-01-01T00:02:26,36.99043,-89.14812,0,114,123,DAVID L GRIGGS,IMO7742009,WDE5778,31,12,39,12,,57,A
367548170,2023-01-01T00:02:22,30.06174,-94.05635,0,227.2,511,KHLOE,,WDG5589,31,15,17,,,31,A
367022790,2023-01-01T00:02:48,40.63066,-73.7487,0,227.4,82,QUENAMES,,WTU9038,31,0,22,7,,52,A
367079560,2023-01-01T00:02:15,29.3982,-89.01485,13.1,93.9,511,MS DEE,IMO8973497,WDC7960,60,0,35,7,,60,A
367664870,2023-01-01T00:02:23,35.08282,-90.14195,0,298.6,511,JOY WEPFER,,WDH9126,31,0,16,,,31,A
368170010,2023-01-01T00:02:17,41.50896,-88.09683,0,204.6,318,MISS ANDREA,IMO1302674,WDL8494,52,12,221,18,3,52,A
367425230,2023-01-01T00:03:10,37.78141,-122.38653,0,72.7,511,CALIFORNIA SPIRIT,,WDF2131,60,0,27,7,,6,A
538009398,2023-01-01T00:02:25,24.2242,-81.79966,11.4,260.2,261,IPPOKRATIS,IMO9585663,V7A4684,70,0,182,27,9.6,70,A
367420820,2023-01-01T00:02:17,40.80787,-124.16229,0,14,511,AGUERO,,WCZ5353,30,,13,4,,,B
367682720,2023-01-01T00:02:18,27.52604,-82.72133,0,72.7,511,MER-SEA SAKES,,WDI2883,37,,23,,,,B
367166440,2023-01-01T00:02:20,29.53597,-90.7633,2.1,65.3,43,CAROLE L BRENT,,WDD5964,31,12,25,10,,57,A
636021927,2023-01-01T00:02:32,38.93508,-75.16673,0.2,208,325,SIENNA,IMO9336971,5LGJ3,80,1,273,48,8.4,80,A
367530080,2023-01-01T00:02:25,45.64361,-122.75225,0,297.5,511,SOMMER S,IMO9669811,WDG3830,31,0,23,10,,52,A
367662330,2023-01-01T00:02:26,38.83212,-82.14967,6.2,39.9,511,ANDY MULLINS,,WDH8869,31,0,15,,,52,A
367028770,2023-01-01T00:02:25,29.39377,-88.88827,0.2,153.8,511,CROSBY STAR,IMO8964628,WCY5782,31,0,30,9,3.9,31,A
366902000,2023-01-01T00:03:07,28.92646,-90.48954,8.9,243.3,151,K-MARINE VI,IMO9199373,WDI7097,90,0,62,14,4.4,90,A
367143380,2023-01-01T00:02:28,37.0569,-89.3111,4,181.9,174,MICHAEL POINDEXTER,,WDD4332,31,0,41,14,,57,A
366233570,2023-01-01T00:03:09,43.34584,-124.3206,0,44.3,511,BERNADETTE,IMO7051656,WBB6685,30,,21,6,,,B
367560990,2023-01-01T00:02:23,27.63304,-82.5593,0,297.3,239,ATLAS,IMO9641754,WDG6819,31,0,28,12,,52,A
366952890,2023-01-01T00:00:08,40.64413,-74.07177,0,185,247,SPIRIT OF AMERICA,IMO9364423,WDB8298,60,0,94,21,4.2,69,A
368050130,2023-01-01T00:02:19,32.10491,-81.11968,0,266.5,511,MR MIKE,,WDK3928,31,0,17,8,2.4,31,A
368187930,2023-01-01T00:02:24,29.80121,-92.24624,4.6,115,109,ADRIENNE M MOORE,,WDM2420,90,0,0,0,0,90,A
367012730,2023-01-01T00:02:31,34.29425,-88.42519,5.8,10.4,12,CULLEN LANDOLT,,WCX2906,31,12,24,10,,57,A
367685610,2023-01-01T00:02:19,38.98837,-81.93729,0,360,511,MR KING,,WDI3163,31,0,15,,,31,A
367588620,2023-01-01T00:02:46,33.79976,-91.03615,4.1,1.7,511,ROSEDALE,,WDG9523,31,15,17,,,31,A
367513190,2023-01-01T00:00:25,46.09078,-122.93205,0,219,90,PORTLAND,IMO8118035,WDG2201,31,5,32,10,4,52,A
367319230,2023-01-01T00:02:24,38.40362,-82.55692,0,360,511,R H BEYMER,,WDE2014,31,8,18,7,,52,A
367736640,2023-01-01T00:02:16,29.73992,-95.11321,6.7,249.6,252,URSULA CENAC,,WDI8245,31,12,,,,57,A
367320000,2023-01-01T00:02:49,26.54024,-80.05528,0,115.4,511,MADMACK,,WDH4506,37,,13,,,,B
367748330,2023-01-01T00:02:20,30.42541,-88.54658,0,252.1,511,NAVIGATOR,,WDI9407,31,0,30,9,,21,A
538005761,2023-01-01T00:02:17,30.05036,-90.59389,0,243.7,244,ARDMORE ENDEAVOUR,IMO9667942,V7GT7,80,5,183,32,13.1,80,A
316001749,2023-01-01T00:02:20,49.18075,-123.18284,0,279.5,110,SIYAY,,,51,0,,,,51,A
368162390,2023-01-01T00:02:29,32.84891,-79.93582,0,172.5,511,WYATT MORAN,,WDL7673,52,0,26,11,5.1,52,A
