MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
368926035,2023-01-01T00:00:05,38.65165,-90.17964,0.1,360,511,KIMMSWICK,,AENA,33,15,,,,33,A
367647050,2023-01-01T00:00:04,30.16506,-90.99936,6.3,161.4,511,USS CAIRO,,WDH7325,31,0,20,,,31,A
352001704,2023-01-01T00:00:04,28.91963,-94.37033,14.7,97.5,97,ENEOS EXPLORER,IMO9935492,3E2723,80,0,230,36,11.7,80,A
367104060,2023-01-01T00:00:00,34.33537,-119.56046,14.8,202.9,511,ALAN T,IMO8982577,WDC9571,60,15,28,7,,0,A
367099730,2023-01-01T00:00:02,26.53889,-97.40485,0,360,511,JESSIE M,,WDJ2892,52,0,0,0,0,52,A
367579120,2023-01-01T00:00:03,29.32348,-94.78112,0,248.5,511,TERRY FONTENOT,,WDG8590,31,0,16,7,,52,A
367015890,2023-01-01T00:00:09,39.853,-75.24165,0,360,511,DOROTHY J,,WDC3893,31,0,19,7,,31,A
366995260,2023-01-01T00:00:01,30.47154,-91.19402,0.6,166.3,183,CAPT JAMES HOOVER,,WDC2583,31,0,16,6,,52,A
538008717,2023-01-01T00:00:01,23.64963,-83.18562,5.7,269,274,VELOS FORTUNA,IMO9347310,V7A2686,89,0,182,32,7.5,89,A
368261060,2023-01-01T00:00:06,30.51808,-91.22525,9.8,246.6,246,AMERICAN SYMPHONY,,,60,0,100,18,0,60,A
367321680,2023-01-01T00:00:04,30.72482,-88.05849,0,319.7,511,BEN R JOHNSON,,WDE2189,31,,17,6,,,B
367745570,2023-01-01T00:00:01,29.72929,-95.05452,0,33.5,147,QUINCEY CENAC,,WDI9133,31,12,,,,57,A
367610770,2023-01-01T00:00:04,27.9532,-82.44167,0,360,511,MR DUCK,,WDH3774,31,15,15,6,,52,A
338224354,2023-01-01T00:00:02,47.64484,-122.31189,0,360,511,WAYFINDER,IMO0000000,,37,,10,3,,,B
367476050,2023-01-01T00:00:02,46.09354,-122.9242,0,150.7,107,CLACKAMAS,,WDF6614,31,0,20,6,,33,A
316047734,2023-01-01T00:00:05,49.31105,-123.09294,0,360,511,FINNESS,IMO0000000,,37,,17,5,,,B
368233490,2023-01-01T00:00:06,41.17235,-72.81058,7.4,85.4,87,MULBERRY,,WDM7381,57,12,18,7,2.2,57,A
368012890,2023-01-01T00:00:06,35.52699,-89.95959,0,294.6,511,MISS KIM,,WDJ8080,31,0,18,7,,31,A
367474680,2023-01-01T00:00:08,29.7032,-91.22162,0,250.3,511,CUSTOM,,WDF6479,31,0,17,7,,57,A
311073800,2023-01-01T00:00:08,29.2333,-94.45173,0,343.7,85,EURO,IMO9567702,C6AA5,80,1,274,48,13.7,80,A
368216680,2023-01-01T00:00:00,47.3036,-122.50945,2.9,143.1,143,MISTAKES WERE MADE,IMO0000000,,37,,10,6,,,B
338192032,2023-01-01T00:00:03,47.67331,-122.20882,0,168,511,TAINA,IMO0000000,,37,,17,7,,,B
316050437,2023-01-01T00:00:09,49.29301,-123.04469,0,0,181,SENTINEL 304,,CFA3844,90,15,74,20,0,90,A
316006075,2023-01-01T00:00:05,49.2912,-123.36604,1.4,279,511,MAREN J,,,52,0,14,6,2.3,52,A
367658610,2023-01-01T00:00:07,28.54712,-90.75697,9.1,226,226,BROOKE,IMO9704295,WDH8496,90,0,91,18,5.9,70,A
367320510,2023-01-01T00:00:02,38.83156,-82.15383,0,219.6,511,O NELSON JONES,,WDE2106,31,0,46,12,,31,A
338441446,2023-01-01T00:00:04,38.77567,-76.5631,0,360,511,SIA,IMO0000000,SIA,36,,10,6,,,B
368260780,2023-01-01T00:00:04,25.78328,-80.16468,3.5,107.1,511,CORMORANT,IMO0000000,WDN2300,37,,13,4,,,B
338146548,2023-01-01T00:00:04,47.64414,-122.27523,6.9,345.7,511,GYPSY SPIRIT,IMO0000000,WDH4669,37,,14,5,,,B
367597530,2023-01-01T00:00:02,40.7869,-73.92074,0,134,33,HUNTS POINT,IMO9648049,WDH2432,90,9,88,21,4.6,80,A
636019142,2023-01-01T00:00:02,28.56499,-94.73412,0.6,340.1,28,SOHO SQUARE,IMO9505819,D5TD3,80,0,249,44,8,80,A
368251930,2023-01-01T00:00:00,25.31154,-80.28046,0,360,511,M/Y DREAMS,IMO0000000,WDM9357,37,,0,0,,,B
352001262,2023-01-01T00:00:01,48.96757,-123.18373,11.5,312.7,313,BOHOL ISLAND,IMO9926025,3E4010,70,0,180,30,8.6,70,A
368132240,2023-01-01T00:00:02,29.31765,-94.7778,0,360,511,CHELSEA ANN,IMO0000000,WDL4520,30,,19,6,,,B
367400740,2023-01-01T00:00:01,30.35033,-81.62083,0,258.8,511,CATHLEEN E MORAN,IMO6608684,WDE8034,31,0,31,8,4.7,31,A
368278180,2023-01-01T00:00:06,38.53129,-90.25852,10.2,201.8,511,CARRIE ELIZABETH,IMO0599138,WDN4132,52,0,20,8,0,52,A
338429317,2023-01-01T00:00:03,27.44993,-80.32091,0,360,511,LIFE IS GOOD,IMO0000000,,37,,14,5,,,B
367684470,2023-01-01T00:00:09,29.60102,-90.67328,0,290.3,511,CROSBY 2,,WDI3051,90,3,45,13,,0,A
367373630,2023-01-01T00:00:09,40.70006,-74.1526,0,273.1,296,MEAGAN ANN,IMO8976281,WDE5943,31,0,24,8,,52,A
367189030,2023-01-01T00:00:09,30.52027,-88.08381,0,360,132,MISSOURI H,,WRS7131,33,3,54,0,,33,A
367177840,2023-01-01T00:00:02,39.88651,-75.17644,0,269.1,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A
366938780,2023-01-01T00:00:06,45.03106,-83.3696,9.6,131.5,131,JOHN J BOLAND,IMO7318901,WZE4539,70,0,207,23,9.1,70,A
367754480,2023-01-01T00:00:02,28.93864,-95.33763,2,103.3,353,POSEIDON,IMO9794226,WDJ2022,31,0,,,,52,A
367319330,2023-01-01T00:00:00,38.4036,-82.55694,0,79.3,511,MATTHEW T,IMO8851352,WDE2022,31,15,17,6,,31,A
368054020,2023-01-01T00:00:06,37.80123,-88.02081,5.2,254.6,511,KENOVA,IMO101288926,WDK4323,57,12,311,34,2.9,57,A
338423688,2023-01-01T00:00:06,30.04072,-81.70788,0,146.6,93,ENFIN,IMO0000000,,37,,14,5,,,B
367612530,2023-01-01T00:00:08,29.1402,-90.21137,0,141.9,339,HOS CAROUSEL,IMO9672600,WDH3940,90,0,97,19,6,70,A
368132980,2023-01-01T00:00:09,35.16127,-93.0728,6.9,314.1,316,KATHRYN LOUISE,,WDL4599,57,12,110,18,2.8,57,A
367638480,2023-01-01T00:00:02,48.75457,-122.49348,0,0,511,OCEAN HUNTER,IMO8705852,WDH6487,30,0,25,7,,30,A
368140370,2023-01-01T00:00:04,30.39144,-86.5068,0,360,511,GINGER GALE,IMO0000000,WDL5359,37,,13,4,,,B
316005715,2023-01-01T00:00:00,49.3115,-123.10686,0,261.2,511,SEASPAN HAWK,IMO9072408,VG6972,31,0,25,9,2.5,52,A
338327705,2023-01-01T00:00:04,37.97117,-122.49912,0,46,511,MAI TAIM,IMO0000000,MAITAIM,37,,15,4,,,B
368231020,2023-01-01T00:00:02,47.65351,-122.31833,0,360,511,OLYMPUS,IMO0000000,WDM7113,37,,11,4,,,B
367680660,2023-01-01T00:00:03,27.92832,-82.42655,0,0,511,RAVEN,IMO8856285,WDI2683,30,15,23,6,,0,A
366893270,2023-01-01T00:00:03,36.90676,-76.08851,0.1,191.7,511,PATUXENT,,WDB3971,90,0,16,5,,50,A
367095660,2023-01-01T00:00:05,29.70632,-95.04077,0,282.7,269,STACY SHELBY,,WDC8962,31,0,22,7,,57,A
368086810,2023-01-01T00:00:03,28.33616,-95.70696,3.1,259.8,511,ST.FRANCIS II,IMO0000000,WDK7686,30,,40,12,,,B
366963860,2023-01-01T00:00:00,29.80142,-90.01005,0,260.8,511,OKALOOSA,IMO8992596,WDB8768,31,0,20,7,,31,A
367458610,2023-01-01T00:00:01,30.70971,-88.03657,0,257.5,52,TEMPLE HUCKABEE,,WDF5034,31,12,37,10,,52,A
366996740,2023-01-01T00:00:09,40.57144,-80.22916,0,50,151,LYDIA BRENT,,WDC2716,31,12,28,9,,57,A
368158770,2023-01-01T00:00:01,29.6719,-91.1349,0,213.8,324,RIVERS C,,WDL7280,97,0,20,8,2.9,97,A
311001094,2023-01-01T00:00:01,28.28428,-79.6363,24.6,0.8,2,CARNIVAL LEGEND,IMO9224726,C6FF2,60,0,293,40,8.2,60,A
368099990,2023-01-01T00:00:01,30.42364,-91.1959,0.6,360,511,JOHN OLIVER,,WDK9057,31,0,17,7,3.5,31,A
316001731,2023-01-01T00:00:00,49.15529,-123.0063,0,121.5,59,ALISON NICOLE I,IMO7406681,CFC6672,31,0,22,7,2.9,32,A
367445000,2023-01-01T00:00:00,30.60332,-88.03121,9.8,175,175,PATI R MORAN,IMO9398553,WDD9499,31,12,37,11,4.6,57,A
338180096,2023-01-01T00:00:05,34.16719,-119.22689,0,8.3,511,UNCOMMON SENSE,,,37,,14,,,,B
367463060,2023-01-01T00:00:04,47.33184,-122.50789,0,36.5,7,WSF CHETZEMOKA,IMO9347669,WDF5502,60,0,83,19,3.2,60,A
338353553,2023-01-01T00:00:05,27.69384,-82.92803,6.7,306.1,511,BRAVO,IMO0000000,BRAVO,36,,13,8,,,B
367129670,2023-01-01T00:00:03,39.64861,-91.26032,3.6,151.8,511,COWBOY CARL,,WDC2897,31,0,42,8,,31,A
367372810,2023-01-01T00:00:00,30.19787,-88.12027,0.4,163.9,511,SEA ANGEL,IMO9551222,WDE5879,60,0,48,9,,60,A
367782830,2023-01-01T00:00:04,47.63365,-122.33008,0,311.8,511,CAPT CAE,IMO7829780,WDJ4956,31,0,28,7,,32,A
367782610,2023-01-01T00:00:04,27.77697,-82.62299,0,360,511,LIFE AFTER LAND,IMO0000000,WDJ4934,37,,18,4,,,B
338319157,2023-01-01T00:00:04,31.04514,-81.42282,0,360,511,I'M GONE,IMO0000000,,36,,14,8,,,B
368048380,2023-01-01T00:00:02,33.75134,-118.11025,0,360,511,TAVISH B.,IMO0000000,WDK3754,37,,12,4,,,B
367653480,2023-01-01T00:00:01,29.83786,-90.04261,0,114.2,511,JUNIOR G,,WDH7979,31,0,12,5,,52,A
366989840,2023-01-01T00:00:02,37.06677,-89.16773,0,267.6,30,ALBOB,,WDC2233,31,0,18,7,,31,A
308808000,2023-01-01T00:00:02,33.79871,-119.05264,1.7,49.2,115,LAPIS ARROW,IMO9361809,C6VH5,70,0,175,31,8.8,70,A
338393843,2023-01-01T00:00:01,33.71998,-118.2819,0.1,145.1,511,WINE KNOT,IMO0000000,,37,,12,4,,,B
338246879,2023-01-01T00:00:05,48.38125,-122.51063,0,360,511,TANGAROA,IMO0000000,,37,,10,3,,,B
368276220,2023-01-01T00:00:06,47.6813,-122.40587,0,296.2,168,UPPER LEFT,IMO0000000,WDN3913,37,,12,4,,,B
367469290,2023-01-01T00:00:05,25.88697,-80.05251,9,184.4,182,MAKO,IMO9579896,WDG9743,31,0,35,10,4.4,57,A
367775320,2023-01-01T00:00:04,30.0441,-90.67123,7.3,238.5,511,LOUISIANA TRANSPORTE,,WDJ4190,31,0,,,,31,A
367638590,2023-01-01T00:00:05,29.73088,-95.05087,0,248.5,302,DENNIS CHAMBERS,,WDH6497,90,12,21,9,,52,A
367533170,2023-01-01T00:00:01,37.05889,-88.5537,0,360,511,RONALD L SENSENBACH,IMO8845339,WDG4119,31,12,37,10,,57,A
367728720,2023-01-01T00:00:05,29.91802,-90.06942,0,280.2,240,WICHITA,,WDI7437,31,12,25,10,,57,A
366998510,2023-01-01T00:00:08,37.82192,-122.31138,0,306.3,282,LIBERTY,IMO7717626,WDC2845,31,11,29,9,3.9,31,A
368170010,2023-01-01T00:00:07,41.50897,-88.09682,0,212.7,318,MISS ANDREA,IMO1302674,WDL8494,52,12,221,18,3,52,A
367681460,2023-01-01T00:00:08,37.18497,-89.06402,0,85.2,511,ST JAMES,,WDI2761,31,0,23,,,31,A
368219010,2023-01-01T00:00:07,39.27412,-76.59914,0,203.1,204,VENGEANCE,,WDM5765,57,0,23,7,2.9,57,A
338415351,2023-01-01T00:00:08,27.36872,-82.61791,0,360,511,WINE DOWN,IMO0000000,,37,,16,5,,,B
367070360,2023-01-01T00:00:08,46.16701,-123.91737,1,178.3,511,SOJOURN,,WDC7370,30,,17,6,,,B
338145694,2023-01-01T00:00:04,33.97115,-118.44654,0,195.3,348,BAYWATCH 15,,,90,15,9,,,50,A
367179990,2023-01-01T00:00:04,40.63957,-74.19126,0,7.5,57,MARJORIE B MCALLISTE,IMO7391020,WDD6957,31,0,32,9,3.9,52,A
368271430,2023-01-01T00:00:00,27.33261,-82.54555,0,360,511,DOLCE FAR NIENTE,IMO0000000,WDN3412,37,,65,18,,,B
366936950,2023-01-01T00:00:00,32.38679,-90.88514,0,252.4,117,LINDA TAYLOR,,WDB7132,31,12,31,9,,52,A
367332930,2023-01-01T00:00:04,29.57245,-90.5938,0,360,279,JACKIE GONSOULIN,,WDE3014,31,0,21,9,,57,A
368205880,2023-01-01T00:00:02,29.96889,-93.86024,0,202.7,511,NICHOLAS VETO,,WDM4383,57,12,99,16,2.1,57,A
369378000,2023-01-01T00:00:01,32.83709,-79.92831,0.4,192.9,511,G.L. 58,,WDK5866,90,3,96,40,2.4,90,A
367007480,2023-01-01T00:00:02,28.89498,-95.40473,0.2,43.2,511,BROWN WATER I,,WDC3411,31,0,16,6,,31,A
368101240,2023-01-01T00:00:01,47.62898,-122.39463,0,360,511,HIGH FIVE,IMO0000000,WDK9185,36,,13,4,,,B
367160030,2023-01-01T00:00:01,29.16155,-94.51692,13.2,323.5,511,KING ARTHUR,,WDD5554,60,0,30,7,,0,A
367558150,2023-01-01T00:00:01,29.87688,-89.90389,10,196.6,202,UNCLE SAM,,WDG6543,31,12,21,,,57,A
338248055,2023-01-01T00:00:00,36.93337,-76.32684,0,360,511,COASTAL PRIDE,IMO0000000,,34,,20,6,,,B
316001193,2023-01-01T00:00:06,48.89516,-123.14599,9,133.8,132,OCEAN YALETOWN,IMO9901922,,52,0,23,12,4.4,52,A
368124740,2023-01-01T00:00:07,47.73336,-122.64775,0,360,511,CHEERS,IMO0000000,WDL3760,37,,12,6,,,B
367702530,2023-01-01T00:00:07,30.01167,-90.73376,0,60.1,196,SAFETY SPIRIT,,WDI4836,31,0,21,8,,31,A
368083560,2023-01-01T00:00:07,27.88258,-97.04497,0,261.6,162,TOM GREEN,,WDK7348,52,0,23,10,2.6,57,A
303517000,2023-01-01T00:00:02,26.71772,-91.42463,0.1,223,205,JOSHUA CANDIES,IMO9551636,WJCD,90,0,86,18,6.2,90,A
338075892,2023-01-01T00:00:01,43.65319,-70.25299,0,339.8,511,PILOT BOAT SPRING PT,,WDB8945,90,0,0,0,0,90,A
368005890,2023-01-01T00:00:02,36.93388,-89.10036,5.5,71.5,61,HARVEST PRIDE,,WDJ7353,31,0,,,,31,A
367796050,2023-01-01T00:00:01,40.68625,-74.07763,0,313.6,221,SEA LION,,WDJ6266,31,0,19,6,,31,A
368141110,2023-01-01T00:00:01,37.04675,-88.54019,0,315.6,137,STEVEN E FURLONG,,WDL5443,57,12,345,33,2.8,57,A
636017582,2023-01-01T00:00:06,39.38837,-72.92443,1.2,28.3,116,MSC SENA,IMO9116369,D5LQ7,70,0,201,30,9.9,70,A
367675010,2023-01-01T00:00:06,47.66344,-122.39147,0,360,511,MAKO,IMO8991530,WDI2127,30,,20,6,,,B
367003820,2023-01-01T00:00:07,29.67796,-91.46494,4.1,293.7,511,PHILOMENE P PERERA,,WDD4757,31,0,15,7,,31,A
367348670,2023-01-01T00:00:07,33.61072,-117.92404,0,0,511,DAUNTLESS,,WDE4094,37,,15,4,,,B
368152190,2023-01-01T00:00:03,18.45973,-66.0896,0,77.9,511,ELEMY,IMO0000000,WDL6586,36,,15,4,,,B
366892000,2023-01-01T00:00:02,33.762,-118.21954,7.6,338.5,341,JAMIE ANN,,WDL5109,52,0,31,12,5.7,52,A
338247363,2023-01-01T00:00:07,25.78332,-80.2152,0.8,157.3,511,BALLYHOO,IMO0000000,,37,,24,7,,,B
267188530,2023-01-01T00:00:05,35.08957,-90.10545,0,96,511,FLETCHER ARMSTRONG,,WTL7572,31,0,0,0,2.4,31,A
316049198,2023-01-01T00:00:02,26.83766,-80.05429,0,91.9,511,ETSIA,IMO0000000,CFA3717,36,,13,4,,,B
367711410,2023-01-01T00:00:01,32.33332,-90.8963,0,233.9,347,DAVE DAVENPORT,,WDI5719,31,12,17,6,,31,A
316037728,2023-01-01T00:00:09,48.40202,-123.32892,18.9,251.7,511,SALISH SHADOW,IMO0000000,,37,,10,3,,,B
374026000,2023-01-01T00:00:01,29.28007,-89.35234,11.7,148.8,151,CHEMICAL HUNTER,IMO9758789,H8QG,80,0,134,,,82,A
367426950,2023-01-01T00:00:01,29.46288,-94.8503,8.4,151.6,511,INTEGRITY,,WDF9138,31,0,26,9,,52,A
227109660,2023-01-01T00:00:05,21.27012,-157.84535,4.5,73.5,511,SPIRIT OF PONTAPRETA,IMO0000000,FAA3149,36,,14,8,,,B
316004458,2023-01-01T00:00:06,48.58587,-123.31189,1.1,157.9,511,QUEEN OF HEARTS,IMO0000000,,60,,9,3,,,B
366951110,2023-01-01T00:00:04,30.08689,-90.90666,0,280.1,511,MISS GINGER,,WCP9775,31,0,17,7,,0,A
367649160,2023-01-01T00:00:03,30.28427,-87.56328,0.1,11.3,511,SHOCKWAVE,IMO0000000,WDH7537,37,,0,0,,,B
368033820,2023-01-01T00:00:02,29.94754,-90.01644,7.9,119.4,119,EVERETT C,,WDK2252,52,0,24,10,10,52,A
338404249,2023-01-01T00:00:04,33.60475,-117.88484,0.2,360,511,SWARTY4,IMO0000000,,37,,8,3,,,B
368274430,2023-01-01T00:00:05,35.13529,-90.13923,0,170.8,83,DAVID WORK,,WDN3726,31,12,32,8,0,31,A
441357000,2023-01-01T00:00:01,48.3281,-126.35355,14.9,66.3,65,K.ASIAN BEAUTY,IMO9070462,D7VV,70,0,184,30,8.4,70,A
316043105,2023-01-01T00:00:02,48.45179,-123.29412,0,0,511,RHAPSODY,IMO0000000,,36,,8,4,,,B
368072410,2023-01-01T00:00:03,30.31231,-87.57249,0,60,511,C YA,IMO0000000,,37,,22,6,,,B
366927640,2023-01-01T00:00:02,30.03879,-90.67845,0.1,360,511,ROOSTER II,,WUR5381,60,0,13,4,,50,A
235010450,2023-01-01T00:00:01,42.74202,-125.29703,15.9,1,2,EVER SMART,IMO9300403,MLBD9,70,0,299,42,14.2,70,A
367516470,2023-01-01T00:00:06,43.37203,-124.21033,0,360,511,OREGON ESCORT,IMO9153329,WDG2521,31,0,33,12,4.4,52,A
367680370,2023-01-01T00:00:03,37.37901,-76.16682,7.9,186.9,511,COASTAL TRADER,,WDI2655,31,0,21,8,,90,A
366984320,2023-01-01T00:00:02,35.08954,-90.17558,0,73,180,CRIMSON GEM,,WDB9875,31,12,59,16,,57,A
367036190,2023-01-01T00:00:04,40.4333,-74.07908,0,248.9,135,MARTHA'S VINEYARD EX,IMO1167238,WDC5128,40,0,0,0,2.1,40,A
563090500,2023-01-01T00:00:00,34.22712,-119.92925,11.3,286.2,280,MAERSK EDIRNE,IMO9502867,9V6463,70,0,366,48,11.4,70,A
366993270,2023-01-01T00:00:02,29.78762,-95.06865,0.2,309.7,336,DANIELLE GUIDRY,,WDC2442,31,0,16,6,,57,A
367004510,2023-01-01T00:00:00,29.98082,-90.40239,3.1,318,321,BAYOU BLACK,,WDA2716,31,15,18,7,,31,A
368070920,2023-01-01T00:00:01,29.64909,-91.12266,4,336.5,340,UNCLE BLUE,IMO8644450,WDK6068,38,12,0,0,2.3,38,A
366997820,2023-01-01T00:00:08,29.93569,-90.35079,4.4,105.6,511,KRISTIN ALEXIS,IMO8635784,WDC2794,31,0,18,7,,31,A
366991740,2023-01-01T00:00:06,29.32014,-94.78523,0,289,302,TEXAS,,WDC2352,50,9,21,6,,50,A
366988580,2023-01-01T00:00:09,38.53977,-90.25043,0,107.7,511,TERRY GIFFORD,,WDC2142,31,0,19,7,,57,A
367646810,2023-01-01T00:00:04,25.77845,-80.09237,0,172.6,172,EMERY ZIDELL,IMO9767924,WDH7301,31,0,35,10,,90,A
367109430,2023-01-01T00:00:02,32.082,-81.06295,0,143,271,WHIRLAWAY,,WDC9981,31,15,20,7,,52,A
368225320,2023-01-01T00:00:02,40.4828,-80.05625,0,295.6,511,HALEY MICHELLE,,WDM6444,57,0,20,7,3,57,A
367552410,2023-01-01T00:00:03,39.25567,-76.55017,0,188,511,ANNABELLE DOROTHY MO,IMO9650406,WDG5993,31,0,26,10,,57,A
366996040,2023-01-01T00:00:01,39.92292,-90.53657,0,286.4,10,CITY OF JOLIET,IMO8408349,WDC2653,31,12,43,13,2.7,57,A
477014600,2023-01-01T00:00:06,49.01985,-123.15108,0.4,38.4,34,SEASPAN DALIAN,IMO9227027,VRBH4,70,0,259,32,12.6,71,A
316009843,2023-01-01T00:00:06,48.41478,-123.38584,0,23.5,511,J R W,,,31,0,12,5,0.6,52,A
368253140,2023-01-01T00:00:06,29.8648,-89.92931,0,242.5,511,BC PUSHER 4,,WDM9489,52,0,17,7,3,52,A
477112900,2023-01-01T00:00:04,48.77953,-122.75533,10.4,193.1,195,ORIENTAL KING,IMO9804253,VRQZ7,80,0,225,37,10.1,80,A
367341010,2023-01-01T00:00:03,41.79507,-87.44634,12,208.5,208,MANITOWOC,IMO7366398,WDE3569,70,0,192,20,7.8,70,A
366942880,2023-01-01T00:00:02,28.91596,-95.27612,7.8,137.8,135,NEWPORT,IMO8308616,WRC2930,90,3,80,16,5.1,33,A
366982180,2023-01-01T00:00:00,32.68651,-117.13353,0,360,511,C-TRACTOR 10,,WCO3210,52,0,25,10,0,52,A
367797260,2023-01-01T00:00:00,40.77803,-73.94191,4.3,207.7,207,H208,,WDJ6389,60,0,,,,69,A
367606910,2023-01-01T00:00:01,38.28981,-85.69316,7.3,62.4,59,KELLE B,,WDH3391,31,12,21,,,31,A
369996000,2023-01-01T00:00:06,41.53536,-71.31395,0,280.3,511,TRANSPORTER,,,90,0,,,,99,A
367007750,2023-01-01T00:00:03,29.40039,-89.77913,4.8,271.6,511,MASTER TYLER,,WDC3431,31,15,16,6,,57,A
368115030,2023-01-01T00:00:09,29.28231,-94.9704,5.4,75.9,76,BARATARIA,IMO0000134,WDJ2752,57,12,208,18,3.1,57,A
367474570,2023-01-01T00:00:02,38.11123,-90.24927,0,274.2,511,ROGER BINSFELD,,WDF6467,31,0,21,9,,31,A
354298000,2023-01-01T00:00:00,29.74379,-90.01204,13.1,128.6,130,CARNIVAL VALOR,IMO9236389,H3VR,60,0,290,35,8.3,60,A
367703000,2023-01-01T00:00:02,24.02975,-81.70948,16.3,93.3,89,OVERSEAS LONG BEACH,IMO9353527,WAAT,80,0,183,32,12.2,80,A
367666910,2023-01-01T00:00:03,27.32716,-90.71298,0.1,297.5,5,CAJUN IV,IMO9732761,WDH9327,60,0,64,9,2,60,A
366816020,2023-01-01T00:00:02,29.72648,-95.22535,0,229.4,511,SCOTT R WILSON,IMO8635667,WDA5062,31,12,22,9,,57,A
367622140,2023-01-01T00:00:01,40.71142,-74.04454,0,0,511,THE MANHATTAN,,WDH4861,60,0,29,6,,99,A
229099000,2023-01-01T00:00:04,23.87015,-83.7724,16,103.5,104,MINERVA CHIOS,IMO9877341,9HA5445,80,0,293,46,11.6,80,A
367592640,2023-01-01T00:00:00,30.00113,-90.02668,0,203.6,511,CAPT CJ,,WDG9929,31,0,21,,,31,A
367091120,2023-01-01T00:00:07,39.89587,-75.19676,0,156.4,511,ROBERT E MCALLISTER,IMO9068574,WDC8669,31,0,33,9,4,52,A
367008020,2023-01-01T00:00:03,38.0996,-122.26589,4.3,323.2,322,ARTHUR BRUSCO,IMO7035315,WDC3449,31,15,30,9,3.6,31,A
367719030,2023-01-01T00:00:04,38.40364,-82.55626,0,360,511,SAM S,,WDI6470,31,15,17,6,,0,A
366779440,2023-01-01T00:00:04,30.36933,-88.56428,0,248.3,40,ATTENTIVE,IMO9214393,WCZ7337,31,0,42,12,4.9,52,A
316005416,2023-01-01T00:00:09,49.15528,-123.00622,0,232.2,511,JOSE NARVAEZ,IMO7003441,CY9519,31,0,26,7,3.5,31,A
303902000,2023-01-01T00:00:01,38.09612,-122.26608,0,29,299,CG HEALY,IMO9083380,NEPP,90,0,128,24,8.5,55,A
367748970,2023-01-01T00:00:05,37.96798,-122.50429,2.8,247.8,511,EM1003,,WDI9476,31,0,15,4,,52,A
311000341,2023-01-01T00:00:05,28.19488,-80.07099,21.5,108.9,112,NORWEGIAN ESCAPE,IMO9677076,C6BR3,60,0,334,,,69,A
367475360,2023-01-01T00:00:09,27.8447,-97.22618,0,88.8,511,LYNN R,,WDF6546,31,12,16,6,,52,A
366897080,2023-01-01T00:00:10,41.88941,-87.62291,0,342,511,BRIGHT STAR,,WDB4311,60,0,24,7,,6,A
311807000,2023-01-01T00:00:08,15.60293,-65.86968,1.5,225.6,163,DILONG SPIRIT,IMO9390628,C6XA3,80,0,274,48,17.3,80,A
368010460,2023-01-01T00:00:08,38.8295,-82.15578,0,360,511,KEITH A BLOUNT,,WDJ7825,31,3,19,7,,52,A
367074840,2023-01-01T00:00:09,29.81733,-95.09742,0,245.9,13,NORMAN,IMO8997974,WDF2367,31,12,29,9,,57,A
367016010,2023-01-01T00:00:08,29.31201,-94.80332,0,360,511,HENRY T,,WDC3903,31,0,15,7,,31,A
367427270,2023-01-01T00:00:01,30.04737,-90.60026,0,164.4,245,MISS KELLY,,WDF2315,31,12,26,9,,31,A
316005772,2023-01-01T00:00:07,49.17478,-122.91735,0,235.5,511,DENMAN ISLE,,VY5356,30,15,21,6,3.1,30,A
367619730,2023-01-01T00:00:00,30.08531,-90.9122,0,244.7,343,SARAH GOLDING,,WDH4635,31,12,22,,,57,A
367003780,2023-01-01T00:00:07,29.85194,-89.97692,5.2,21.8,19,PHILIP,,WDF2430,31,0,21,8,,57,A
366934810,2023-01-01T00:00:07,41.62923,-70.9056,0,315.4,511,JAGUAR,,WSV9360,31,0,17,6,,31,A
367663050,2023-01-01T00:00:09,38.07951,-90.19701,0,256.7,304,BILLY STRAIT,,WDH8940,31,0,46,12,,52,A
367263000,2023-01-01T00:00:05,36.92081,-76.18235,0,270,511,CG VIGOROUS,,NQSP,90,0,64,10,,55,A
338926448,2023-01-01T00:00:01,24.14627,-81.8785,17,64.3,63,CG_PABLO VALENT,,NPOV,99,0,46,7,0,99,A
367030830,2023-01-01T00:00:09,30.28037,-89.00753,7.1,88.2,87,CHRISTINE,IMO8991073,WDF2438,31,12,23,8,,90,A
368869000,2023-01-01T00:00:00,36.91629,-76.17273,0.1,139.5,511,USS O'KANE,,NOKN,90,15,154,20,9.4,35,A
366990040,2023-01-01T00:00:00,29.57924,-89.81347,0,245,127,KACIE LUHR,,WDC2252,31,0,23,10,,31,A
367515970,2023-01-01T00:00:05,28.40833,-80.62886,0.1,345.8,511,VIATOR,,WDG2470,37,0,16,,,97,A
367343510,2023-01-01T00:00:05,41.31263,-89.21108,6.9,269,511,DALE ROBBINS,,WDE3738,31,0,18,8,,31,A
338663000,2023-01-01T00:00:04,29.5852,-90.37515,0,299.6,121,C-PERFORMER,IMO9226267,WCZ6248,90,0,73,17,5.5,70,A
367327360,2023-01-01T00:00:00,29.14066,-90.19671,0,253,342,MEDITERRANEAN,IMO9490947,WDE2612,90,0,50,10,3,90,A
367744570,2023-01-01T00:00:01,37.04797,-89.18077,0,356,282,TIM CULP,,WDI9029,31,15,,,,52,A
